Datetime,User,Tweet Id,Text
2022-12-25 10:32:34+00:00,HugoJoseph34,1606961092223438852,@LuxWorld_ How many gifts for this 𝐂𝐇𝐑𝐈𝐒𝐓𝐌𝐀𝐒  GA ? #LuxWorld #TravelToEarn
2022-12-25 09:35:22+00:00,Jenny041292,1606946695170109442,"@LuxWorld_ Completed all the steps, hope to win a Christmas reward from #LuxWorld #TravelToEarn"
2022-12-25 09:30:12+00:00,Jenny041292,1606945393572732929,"@LuxWorld_ #LuxWorld is on the top 🥳 LFG, I believe the project will go even further and leads #TravelToEarn trend!"
2022-12-25 09:16:47+00:00,Dylan_AlbertD,1606942019016077314,"@LuxWorld_ Thank you #LuxWorld, this is a meaningful Christmas gift. Merry Christmas and wish you all the best. 
#TravelToEarn"
2022-12-25 09:13:57+00:00,DanielSamuelzz,1606941303803383808,"@LuxWorld_ Hope that I can fill up my stockings with $50 😍
#LuxWorld #TravelToEarn"
2022-12-25 08:14:34+00:00,AnnaGuy09864528,1606926361712824321,"@LuxWorld_ Miss it, so disappointed!
#LuxWorld
#TravelToEarn"
2022-12-25 08:13:33+00:00,AnnaGuy09864528,1606926107101761536,"@LuxWorld_ Oh I see #LuxWorld on the top now!
#TravelToEarn"
2022-12-25 07:52:15+00:00,Stephen27563702,1606920747158757377,"@LuxWorld_ When will the next AMA be?
#LuxWorld
#TravelToEarn"
2022-12-24 22:30:44+00:00,George42454996,1606779435327184896,"Hey, @Luxworld_ is giving airdrop $200K on top of the exclusive presale. Join here &gt;&gt; https://t.co/ORNeDb2Lvf&lt;&lt;. Don’t miss it!!! #TravelFi #SocialFi #TravelToEarn #Web3 #Luxworld #Presale"
2022-12-24 21:36:14+00:00,VershimaC,1606765719533735936,@bengbengp2e @LuxWorld_ @UplandMe @OfficialTCGCoin @Mars_Labs @cryptovoxels @MADmetaverse @thewinkies1 @HabboNFT @XANAMetaverse @TheNemesis_io @XANAMetaversejp Just envisaging myself playing lawn tennis with Rodger Federer outside planet earth. That's how Mars metaverse had spice up the gaming space. Eagerly waiting for the listing of $MRST on #MEXC.
2022-12-24 19:10:41+00:00,leokacan,1606729092162015232,"@LuxWorld_ Merry Christmas 🎄
I really excited for this community is fast growing. 
Don't miss this giveaway guys 🎁🎅
@November_ae 
@erefen_  
@moshin4647

My DC : Maitsna#2446

#LuxWorld #traveltoearn https://t.co/RF2xb0a5BY"
2022-12-24 19:02:54+00:00,TheAoxue,1606727130339246080,"@LuxWorld_ Thank you so much for this chance &amp; finding ways to give back to the community 🎉
@x7age 
@JulianVeb3 
@Smoky_cobra 
What you're doing for crypto community greatly appreciated 🙏
Merry Christmas 🎄

#LuxWorld  #traveltoearn

DC : Khasani#5850 https://t.co/gAT0a0dCEH"
2022-12-24 17:16:56+00:00,Caitlyn_Mooretw,1606700462824382465,"@LuxWorld_ Excited. I'm really looking forward to the official launch 
#LuxWorld
#TravelToEarn"
2022-12-24 17:15:17+00:00,ScarlletWin,1606700049840631809,"@LuxWorld_ Nice. Hope the project will thrive.
#LuxWorld
#TravelToEarn"
2022-12-24 17:14:38+00:00,Dylan_AlbertD,1606699886002724864,"@cryptojack #LuxWorld is a project which is combination of P2E and #TravelToEarn. That's a big step of blockchain world. Just check white paper, it's actually incredibly detailed and their community is also actively."
2022-12-24 17:13:44+00:00,ScarlletWin,1606699660718247936,"@LuxWorld_ Good job! Hope the project will thrive
#LuxWorld
#TravelToEarn"
2022-12-24 17:12:53+00:00,AmieeJake,1606699445374312448,"@LuxWorld_ I'm really looking forward to the official launch of this project.
#LuxWorld
#TravelToEarn"
2022-12-24 17:12:10+00:00,AmieeJake,1606699264650153984,"@LuxWorld_ @denet2022 Many great partners. Hope the project will thrive
#LuxWorld
#TravelToEarn"
2022-12-24 17:10:24+00:00,AmieeJake,1606698819944853504,"@LuxWorld_ @CertiK Happy birthday and hopefully this community will thrive.
#LuxWorld
#TravelToEarn"
2022-12-24 17:09:24+00:00,Fox33199672,1606698568248885249,@dens_club @LuxWorld_ Most non-fungible tokens are simple and boring.  What are the characteristics of the War Pigs token to make it always attractive to invest in? What are the problems that this token can solve in today's market?
2022-12-24 17:09:14+00:00,Fox33199672,1606698525978693632,@dens_club @LuxWorld_ Do the token holders have the right to participate in the governance of the project? What kind of decisions can they vote on about the project?
2022-12-24 17:09:07+00:00,Fox33199672,1606698496656314368,@dens_club @LuxWorld_ Almost 80% investors have just focused on price of  token in short term instead of understanding the real value of the  project. Can you tell us on motivations and benefits for investors to hold your token in long terms?
2022-12-24 17:09:01+00:00,Fox33199672,1606698471691792385,"@dens_club @LuxWorld_ What is the ultimate goal of your project in the NFT market? Obviously, the whole space will expand dramatically in the years to come, what role do you want your initiative to play in it?"
2022-12-24 17:05:49+00:00,KendellJaussen,1606697665211019265,"@LuxWorld_ @CertiK Happy birthday. Hopefully both communities will thrive. 
#LuxWorld
#TravelToEarn"
2022-12-24 17:04:52+00:00,Dylan_AlbertD,1606697427863769089,"@alexacrypto_ I will buy presale of #LuxWorld. They're about to call $3,000,000 raised. This is a potential project when combining #traveltoearn, tourism is an indispensable necessity in life."
2022-12-24 17:04:43+00:00,KendellJaussen,1606697389733335040,"@LuxWorld_ When will there be a list of winners?
#LuxWorld
#TravelToEarn"
2022-12-24 17:01:21+00:00,KendellJaussen,1606696542702043137,"@alexacrypto_ I will buy $LUX
This token will soon be listed on major exchanges.
#LuxWorld is a project of the #TravelToEarn trend"
2022-12-24 16:52:35+00:00,ScarlletWin,1606694335764135936,"@bnbqueen3 It's definitely $LUX.
This project has a large community and many great partners.
#LuxWorld
#TravelToEarn"
2022-12-24 16:46:10+00:00,AmieeJake,1606692721301032960,"@TKralow It's definitely $LUX.
#LuxWorld is a project of the #TravelToEarn trend
This trend will grow strongly in the near future."
2022-12-24 16:36:10+00:00,LisaClarice,1606690205540708359,"@LuxWorld_ @CertiK Happy birthday and Wishing you another year of great accomplishment
#LuxWorld
#TravelToEarn"
2022-12-24 16:35:34+00:00,LisaClarice,1606690054818402304,"@LuxWorld_ Congrats! I'm really looking forward to the official launch of this project.
#LuxWorld
#TravelToEarn"
2022-12-24 16:34:47+00:00,LisaClarice,1606689855328903168,"@LuxWorld_ Merry Christmas everyone
@TheMoonCarl @AisarCrypto 
#LuxWorld
#TravelToEarn https://t.co/LiUz5ehATa"
2022-12-24 16:19:03+00:00,hoksy_jr,1606685898745458688,"@Gameverse_ I still like and rt, but I think #TravelToEarn and #LuxWorld will lead the market instead of #PlayToEarn. Change my mind."
2022-12-24 16:17:14+00:00,arthursmithbtc,1606685441021050880,@Gameverse_ #TravelToEarn - the next generation of #PlayToEarn seems to be a better candidate to lead the market. I am also learning about #LuxWorld (the most impressive project of this trend) and find its direction quite interesting.
2022-12-24 16:13:05+00:00,cryptoeplorer,1606684397708935168,"@Gameverse_ #PlayToEarn is also a good idea, but I'm leaning more towards #TravelToEarn and paying particular attention to the #LuxWorld. No need to thank me."
2022-12-24 16:03:11+00:00,k_micheal33,1606681906409803776,"@HmGerardo Buy @LuxWorld_'s $LUX now.
This is being presale and will list many exchanges in the near future.
#LuxWorld
#TravelToEarn"
2022-12-24 16:02:04+00:00,k_micheal33,1606681623856316416,"@LuxWorld_ When will the winner announcement be made?
#LuxWorld
#TravelToEarn"
2022-12-24 16:00:56+00:00,k_micheal33,1606681338966605824,"@LuxWorld_ I missed it already. is there a recap video?
#LuxWorld
#TravelToEarn"
2022-12-24 15:58:50+00:00,k_micheal33,1606680809993547777,"@LuxWorld_ I'm really looking forward to LuxWorld's official launch
#LuxWorld
#TravelToEarn"
2022-12-24 15:57:35+00:00,Janett_Phill,1606680497698242560,"@AltGemsAlert sure it's $LUX. This project belongs to the trend #TravelToEarn
#LuxWorld"
2022-12-24 15:45:25+00:00,Mokariya10Raju,1606677433520095232,"#LuxWorld #traveltoearn @LuxWorld_ 
Done @kishanmeena756 
@AJAYMORIYA1 https://t.co/LpSQz8XI4r https://t.co/Hp0lUVvIbc"
2022-12-24 15:42:27+00:00,tawna_kevin,1606676686787203075,"@Crypto__Diva @LuxWorld_'s $LUX token will be x1000 in the near future.
#TravelToEarn will definitely thrive in the near future.
#LuxWorld"
2022-12-24 15:41:32+00:00,tawna_kevin,1606676456146632704,"@MonstersCoins Token $LUX is being presale and will list many exchanges in the near future.
#LuxWorld
#TravelToEarn"
2022-12-24 15:40:42+00:00,tawna_kevin,1606676246058127361,"@ChinaPumpWXC not x100 but $LUX will definitely x1000 in the near future. This project belongs to the trend #TravelToEarn 
#LuxWorld"
2022-12-24 15:40:00+00:00,tawna_kevin,1606676071960965121,"@cryptojack No. Buy @LuxWorld_'s $LUX now.
$LUX will definitely x1000 in the near future. This project belongs to the trend #TravelToEarn 
#LuxWorld"
2022-12-24 15:38:22+00:00,tawna_kevin,1606675660466163713,"@Crypto__Diva I'm holding quite a bit of $LUX and will never sell until it reaches 10$
#LuxWorld
#TravelToEarn"
2022-12-24 15:37:46+00:00,Mokariyakiran7,1606675508112281608,"Join Guy's 
@cryptoloot97 
@CryptoLoota 

Discord : mokariyaraju#3407
#LuxWorld  #traveltoearn @LuxWorld_ https://t.co/vaYVzpdk26 https://t.co/X9Lo0v7FC8"
2022-12-24 15:37:23+00:00,tawna_kevin,1606675413362946048,"@CryptoThro it's not x100 $LUX will definitely x1000 in the near future.
Buy @LuxWorld_'s $LUX now.
#LuxWorld
#TravelToEarn"
2022-12-24 15:36:10+00:00,tawna_kevin,1606675106293776385,"@LuxWorld_ @CertiK Happy 5th birthday.
Hope many good things will come to us
#LuxWorld
#TravelToEarn"
2022-12-24 15:35:18+00:00,tawna_kevin,1606674889167212544,"@LuxWorld_ I hope the next AMA will organized soon
#LuxWorld
#TravelToEarn"
2022-12-24 15:34:28+00:00,tawna_kevin,1606674677115817984,"@LuxWorld_ LuxWorld will be top 1.
#LuxWorld 
#TravelToEarn"
2022-12-24 15:28:20+00:00,max_kevinn,1606673134685679616,"@GemHackerHunter not x100 $LUX will definitely x1000 in the near future. This project belongs to the trend #TravelToEarn 
#LuxWorld"
2022-12-24 15:25:40+00:00,max_kevinn,1606672463387320321,"@TheMoonCarl In 2023, don’t miss $LUX
This token is in presale and this project has raised 2 million USD.
#LuxWorld
#TravelToEarn"
2022-12-24 15:23:17+00:00,max_kevinn,1606671862729420800,"@LuxWorld_ @CertiK Happy birthday
#LuxWorld
#TravelToEarn"
2022-12-24 15:20:39+00:00,max_kevinn,1606671199224107008,"@LuxWorld_ congrats! it's so amazing
#LuxWorld 
#TravelToEarn"
2022-12-24 15:13:41+00:00,Janett_Phill,1606669449322729472,"@Cetoex I'm holding quite a bit of $LUX.
@LuxWorld_'s $LUX token will be x1000 in the near future.
#LuxWorld
#TravelToEarn"
2022-12-24 15:03:43+00:00,Janett_Phill,1606666937614102529,"@LuxWorld_ @CertiK Happy birthday, buddy 🥳🥳
#LuxWorld
#TravelToEarn"
2022-12-24 15:02:43+00:00,Janett_Phill,1606666687428067328,"@LuxWorld_ When is the next AMA?
#LuxWorld
#TravelToEarn"
2022-12-24 15:01:35+00:00,Janett_Phill,1606666403872124930,"@LuxWorld_ wow it's amazing 
#LuxWorld"
2022-12-24 14:59:12+00:00,LucasMaxxx11,1606665804019535873,"@notthreadguy LOL sad but true. Maybe no one will notice but I would say that you don't want to miss #Traveltoearn like what you did with #P2E and #M2E. Btw, don't forget to learn about #Luxworld."
2022-12-24 14:52:59+00:00,TommyWang2211,1606664238050979840,"@AltCryptoGems After Covid-19, when travel demand increases, #TravelToEarn can lead the trend in 2023. So you should have in your portfolio a coin of this trend, for me, I choose  $LUX of #LuxWorld."
2022-12-24 14:50:52+00:00,christian_bayy,1606663705173057537,"@CryptoEmdarks @LuxWorld_'s $LUX token will be x1000 in the near future.
#TravelToEarn will definitely thrive in the near future.
#LuxWorld"
2022-12-24 14:46:04+00:00,christian_bayy,1606662499306438656,"@LuxWorld_ @CertiK Happy birthday and hope you guys thrive 😍
#LuxWorld 
#TravelToEarn"
2022-12-24 14:44:02+00:00,christian_bayy,1606661987160973312,"@LuxWorld_ I attended this AMA. really great
#LuxWorld 
#TravelToEarn"
2022-12-24 14:42:24+00:00,christian_bayy,1606661573476769792,"@LuxWorld_ Congratulations! I wish this project will grow strong 🥳🥳
#LuxWorld 
#TravelToEarn"
2022-12-24 14:36:42+00:00,james19_oliver,1606660140329205761,"@TommyWang2211 @TheMoonCarl Have a look at their whitepaper. It's actually incredibly detailed. I will take a deeper look for this #TravelToEarn project, maybe it's potential. LFG!!!  #LuxWorld"
2022-12-24 14:21:38+00:00,GwenEverton10,1606656350284808198,"@Gameverse_ LFG 10,000 views, but I think there will be a new trend like #TravelToEarn will lead the trend in 2023. #LuxWorld is a hidden gem 💎"
2022-12-24 14:13:58+00:00,Alditriwahyudii,1606654418824622080,"@LuxWorld_ Hope I get a gift from @LuxWorld_ To celebrate Christmas and New Year 🥺
@Alexbhzr @xfrec
 #LuxWorld #traveltoearn

Dc : Alditriwahyudi#2782 https://t.co/Ipg1NxXcgx"
2022-12-24 13:21:27+00:00,sayemk155,1606641204216868864,"all task done sir
Good project 
Go first Join everyone please 

@HelalJoy3 
@NoornobyMd 
@mdnaimk613

#LuxWorld #traveltoearn https://t.co/FvOcBY9YYM https://t.co/hmCeO1ssha"
2022-12-24 12:06:51+00:00,Ziag00775088,1606622428205142023,"@Gameverse_ @ArrlandNFT @ethereum @LuxWorld_ @ZooEcosystem @vEmpireDDAO @NineChronicles @AlienWorlds @DogCollarToken @OfficialTCGCoin @Rollercoin_ @ArrlandNFT, $RUM, $ARRC, #JoinThePirateAdventure"
2022-12-24 11:54:34+00:00,NaderAlSharar,1606619339758632965,@LuxWorld_ Hi! check DM!  💫❤️
2022-12-24 10:27:57+00:00,caelebdressel,1606597541570781190,@LuxWorld_ Hey! Check DM!🍀✨
2022-12-24 10:01:22+00:00,BeckyBednarz1,1606590849441464322,"@Gameverse_ I think #TravelToEarn. 
I have high hopes that #LuxWorld - $LUX will increase in 2023."
2022-12-24 09:57:23+00:00,BeckyBednarz1,1606589849045454850,"@sofizamolo $Lux.
Since the day I saw your post, I'm lucky to be one of the new users buy it on the PreSale 4. The price will be at leas x5 on the upcoming Public Sale.
#TravelToEarn
#LuxWorld"
2022-12-24 09:50:47+00:00,Rafa38807243,1606588187694059521,"@Gameverse_ @ArrlandNFT @ethereum @LuxWorld_ @ZooEcosystem @vEmpireDDAO @NineChronicles @AlienWorlds @DogCollarToken @OfficialTCGCoin @Rollercoin_ @ArrlandNFT 
🦜#JoinThePirateAdventure🏴‍☠️
$RUM 
$ARRC"
2022-12-24 09:48:08+00:00,AckenLadawn,1606587520007180288,"@PiWhales Not Pi, for me, it's $LUX - #LuxWorld. I believe that #TravelToEarn will be the top leading trend in 2023."
2022-12-24 09:38:00+00:00,AckenLadawn,1606584970281377792,"@Gameverse_ Personally, #Movetoearn will be on the top trending in 2023 soon. 
#LuxWorld with #Traveltoearn is a potential project when it comes to this trend. It's uinique, strong and develop more."
2022-12-24 08:48:43+00:00,rutelya,1606572566965002240,"@LuxWorld_ All tasks done…
Nice event.
Thanks this event...
@lokman_113
@cryptocryptopum
@crypto_returns

#LuxWorld, #traveltoearn"
2022-12-24 08:34:06+00:00,EttieNappi4,1606568888657141762,"@Gameverse_ The leading trend in 2023 will be #TravelToEarn. 
Travelling, checking in and earning is easier than ever.
#LuxWorld will give users a different experience."
2022-12-24 08:26:26+00:00,EttieNappi4,1606566960686600192,"@LuxWorld_ @Auth3MetaMirror Wish me luck 😍
#TravelToEarn #LuxWorld"
2022-12-24 08:23:09+00:00,EttieNappi4,1606566134844911617,"@LuxWorld_ @CertiK Happy birthday 🥳🥳🥳
#LuxWorld 
#TravelToEarn"
2022-12-24 08:20:46+00:00,EttieNappi4,1606565535092985856,"@LuxWorld_ I had a good time when I joined AMA. Thanks a lot, #LuxWorld #TravelToEarn"
2022-12-24 08:15:03+00:00,HAhanned,1606564096065015809,"Hey, @Luxworld_ is giving airdrop $200K on top of the exclusive presale. Join here &gt;&gt; https://t.co/3p51O6SIeK&lt;&lt;. Don’t miss it!!! #TravelFi #SocialFi #TravelToEarn #Web3 #Luxworld #Presale"
2022-12-24 08:12:09+00:00,EttieNappi4,1606563364137996289,"@LuxWorld_ I will have a meaning Christmas if I have these stocks.
#LuxWorld
#TravelToEarn
 @BeckyBednarz21
@AckenLadawn https://t.co/izS6rVxBMX"
2022-12-24 07:16:26+00:00,Bilal37682937,1606549343879798786,"@LuxWorld_ This is Huge
@Smartcryptoo @phyuthin_  #luxworld , #traveltoearn"
2022-12-24 07:16:04+00:00,Bilal37682937,1606549253077274624,"@Smartcryptoo @phyuthin_  #luxworld , #traveltoearn This Is Huge https://t.co/ACs9OikO2R"
2022-12-24 05:39:29+00:00,Basa666666,1606524944640512000,"Hey, @Luxworld_ is giving airdrop $200K on top of the exclusive presale. Join here &gt;&gt; https://t.co/13VaerYOzf&lt;&lt;. Don’t miss it!!!  #TravelFi #SocialFi #TravelToEarn #Web3 #Luxworld #Presale"
2022-12-24 05:29:57+00:00,Basa666666,1606522547646128128,"@LuxWorld_ Good @MalihaAfrin15 @0xMike7 
#LuxWorld #traveltoearn"
2022-12-24 04:51:46+00:00,cryptoholic101,1606512938361458689,"@LuxWorld_ Merry Christmas! 🎄 Let's go everyone!

@Sense1ess_00 
@dianne_pizarro 

#LuxWorld #traveltoearn https://t.co/63WxZGop23"
2022-12-24 04:32:47+00:00,luis_fer2198,1606508159635492869,"@LuxWorld_ @YoselinAleja1
@Josefina2472
@RamonTaipez3

Discord username: @Luis2198#9417

#LuxWorld  #traveltoearn

all done thank you very much try it 👇 https://t.co/Sne0SBTZ4F"
2022-12-24 04:28:05+00:00,LenjenOwh,1606506978834284547,"@LuxWorld_ Thanks for shared this wonderful opportunity @LuxWorld_
Best wishes for all team members🚀
@DindaMutia0820 
@TheAoxue 
@leokacan 
Merry Christmas!🎅 I wish you to receive blessings one by one, this coming year 🎄🎉

Discord : smoky#6076

#LuxWorld #traveltoearn https://t.co/QoST93vNsA"
2022-12-24 04:24:20+00:00,BscSuperAltcoin,1606506035564388354,@LuxWorld_ Hey Mate !I have best community of buyers/investors to spread your project/Buisness Dm me ✅🚀🚀🚀
2022-12-24 04:24:00+00:00,LuxWorld_,1606505948582973440,"🎁𝐂𝐇𝐑𝐈𝐒𝐓𝐌𝐀𝐒 𝐆𝐈𝐕𝐄𝐀𝐖𝐀𝐘 

Time to fill up your stockings with $50
 
🎅 Rules
1️⃣Follow @LuxWorld_
2️⃣Like, RT and Tag 2 people with #LuxWorld and #traveltoearn
3️⃣Join Discord: https://t.co/Iml00J47OB (Verify + proof)

Duration: 24h https://t.co/lqL1KNppj8"
2022-12-23 18:36:05+00:00,BeckyBednarz1,1606357995314900992,"@JuanfraEscudero Buying immediately $LUX.
It's cheap, so I can increase my budget  as the public sale will be on Jan. For sure, the listing price will be higher than the presale price.
#LuxWorld 
#TraveToEarn"
2022-12-23 18:27:25+00:00,BeckyBednarz1,1606355816369438721,"@TheMoonCarl Yes.
And $LUX, which is a new token by #LuxWorld. The first presale kicked off on 28th November and is divided into several stages. The price at this time is really reasonable. 
First comes first serves. 
#TravelToEarn"
2022-12-23 18:16:49+00:00,BeckyBednarz1,1606353148699758592,"@KingCryptoAryan At least, at this time, I've not sold $LUX.
#LuxWorld is running on the race.
The PreSale 4, which 1USD=125LUX. You will never buy it with this price. 
#TraveToEarn"
2022-12-23 18:11:07+00:00,BeckyBednarz1,1606351713102749696,"@LadyofCrypto1 @GMDprotocol I've invested in $LUX, as It's been opening for the PreSale 4. 
I know It's on the first stage of the game, but I put faith in #LuxWorld. The public sale will increase by 200% 
#TraveToEarn"
2022-12-23 17:26:45+00:00,BeckyBednarz1,1606340546393702405,"@LuxWorld_ @Auth3MetaMirror I believe this partnership will make the project stronger. Anw, congratulation 🥂🥂
#TravelToEarn #LuxWorld"
2022-12-23 17:23:36+00:00,BeckyBednarz1,1606339754965970944,"@LuxWorld_ @CertiK Happy 5th Birthday @CertiK 🎁
#LuxWorld 
#TravelToEarn"
2022-12-23 16:05:45+00:00,james19_oliver,1606320163938111488,"@BNBCHAIN I'm quite sure that CZ is also bullish on Web 3 #TravelToEarn. Who know, one day he will talk about #LuxWorld 👀"
2022-12-23 15:59:33+00:00,TommyWang2211,1606318604399841280,@AltCryptoGems $LUX of #LuxWorld has not an altcoin yet but will have potential in the future of the #TravelToEarn trend!
2022-12-23 15:17:47+00:00,Dylan_AlbertD,1606308092152406017,"@LuxWorld_ wait, why gaming? can we play game in #LuxWorld?"
2022-12-23 15:11:00+00:00,LuxWorld_,1606306384064253953,🔥TOP GAMING PROJECTS ON ETHEREUM🔥 https://t.co/VC6tKaXR6L
2022-12-23 14:28:22+00:00,HarryGussman,1606295657337307141,"@TheDustyBC I bought $LUX even though it’s still on the presale. Because I know the public sale will be coming, the price will increase, hope for x5 
#LuxWorld 
#TravelToEarn"
2022-12-23 14:26:21+00:00,HarryGussman,1606295149130436609,"@LadyofCrypto1 @GMDprotocol I’m investing $LUX by #LuxWorld. 
It’s on the first stage, the presale before the public sale. So I think it’s no risk for investing at the moment. 
#TraveToEarn"
2022-12-23 14:09:24+00:00,hnbt20,1606290880679116801,"@CryptoGROWClub0 @LuxWorld_ What is the lowest possible amount of investment?

@rjbt1107cityx 
@forthewin1987i 
@shielaoquendo"
2022-12-23 14:02:54+00:00,LucasMaxxx11,1606289246100357120,"@GwenEverton10 @opensea I think they should work with some YouTubers to show off their project. Many people still don't know about this amazing project.
#LuxWorld 
#TravelToEarn"
2022-12-23 13:44:58+00:00,HugoJoseph34,1606284735134633985,"@LuxWorld_ @dens_club is a big community,  doing AMA here seems good for the project 👍
#LuxWorld #TravelToEarn"
2022-12-23 13:43:40+00:00,Jenny041292,1606284406544400386,"@LuxWorld_ Hello #LuxWorld, I come from AMA 👋"
2022-12-23 13:40:36+00:00,Dylan_AlbertD,1606283634100486145,"@LuxWorld_ I'm busy. Is there a recap after AMA?
 #LuxWorld #TravelToEarnNFT"
2022-12-23 13:38:52+00:00,DanielSamuelzz,1606283200270958592,"@LuxWorld_ I'm in AMA and more than 200 people are here 🤑
 #LuxWorld #TravelToEarn"
2022-12-23 13:38:51+00:00,MrNiceGuysz,1606283193430249474,@dens_club @LuxWorld_ Do you have any partnership from the web2 company that run in the same kind of business to have more exposure and faster adoption for the project?
2022-12-23 13:33:43+00:00,HarryGussman,1606281902461112320,"@gabrielpfc1996 @luxworld Is it still PreSale 4, isn’t it? 
Great chance to become a wealthy person. Let’s see, it’s so cheap 
#LuxWorld 
#TravelToEarn"
2022-12-23 13:32:48+00:00,GwenEverton10,1606281670604206086,"@xmas_apes @LuxWorld_ incredible collab  🔥
#LuxWorld #NFT #TravelToEarn"
2022-12-23 13:30:56+00:00,HarryGussman,1606281200678608897,"@dens_club @LuxWorld_ Have anyone joined the AMA ?
It’s happening. Prizes for users are available 
#LuxWorld 
#TravelToEarn"
2022-12-23 13:28:08+00:00,GwenEverton10,1606280498396872706,"@LuxWorld_ LFG, this AMA will be LIT 🔥
#LuxWorld #TravelToEarn"
2022-12-23 13:26:45+00:00,HarryGussman,1606280148940201986,"@SaanhoiClub @LuxWorld_ The more, the merrier. Welcome Saanhoi
#TravelToEarn 
#LuxWorld"
2022-12-23 13:25:45+00:00,HarryGussman,1606279897986396160,"@LuxWorld_ @CertiK Happy birthday Certik 
Wish you best of luck 
#LuxWorld #TravelToEarn"
2022-12-23 13:25:13+00:00,MetaBoy_8,1606279763240288256,"@dens_club @LuxWorld_ How do you will cooperate with the business owner of the travel industries, what's the term &amp; condition?"
2022-12-23 13:16:44+00:00,LucasMaxxx11,1606277629513854976,"@LuxWorld_ AMA has started yet?
#LuxWorld #TravelToEarn"
2022-12-23 13:14:40+00:00,james19_oliver,1606277109751521283,"@LuxWorld_ Hope my question will be answered in this AMA 😆
#LuxWorld #TravelToEarn"
2022-12-23 13:13:18+00:00,TommyWang2211,1606276763654320128,"@LuxWorld_ Let's go. Can't wait to join!!! 
 #LuxWorld #TravelToEarn"
2022-12-23 13:10:37+00:00,tthu40,1606276090229428224,"@dens_club @LuxWorld_ @hq4u_ @ProfVoid @GGhuntio

 can you tell us about the security system please?"
2022-12-23 13:06:31+00:00,LuxWorld_,1606275056933355522,"Join us on Telegram:

https://t.co/sYXwfLgBN8 https://t.co/a0fYSaqmOb"
2022-12-23 12:57:16+00:00,dens_club,1606272729837359105,Guys join first LuxWorld Voice AMA started yet: https://t.co/EkBEA8AfWo https://t.co/7OCTSkYZ6l
2022-12-23 11:26:28+00:00,mehedi25500,1606249878564192256,"@CryptoGROWClub0 @LuxWorld_ Reading through your whitepaper, I understand that MotivProtocol aims to achieve an equal chance educationally for users, but considering the differences in the Economy of different regions of the world, how do you intend to implement your aim amidst these difference?"
2022-12-23 11:25:51+00:00,mehedi25500,1606249723890872320,@CryptoGROWClub0 @LuxWorld_ The community power is one of the key factor that leads to the success of a blockchain gaming project. How have @LuxWorld_ you built the community in which every user can participate in ownership &amp; earn real money? What are your approach to reach both local and global users?
2022-12-23 11:25:32+00:00,mehedi25500,1606249645625077760,@CryptoGROWClub0 @LuxWorld_ All viewers and participants who interact with the system are given a SAO token as a reward. From whence do you base the 'participation' of the participants of your platform?Do you evaluate them based on the length of time they spent watching or the number of videos they watched?
2022-12-23 11:24:46+00:00,mehedi25500,1606249450824876032,@CryptoGROWClub0 @LuxWorld_ Token burn is beneficial to any business in terms of regulating the number of tokens in circulation and offering greater incentives to investors. Is there a strategy in place for token burn in your amazing project?
